sentence,label,text_length,word_count,cleaned_text
"Psychopaci słuchają \""Lose Yourself\"" Eminema. Tak właśnie myślałem 😎😛\nhttps://t.co/gR9sIaJPZy",1,95,9,"psychopaty słuchać \""losy yourself\ eminema myśleć być 😎 😛 \nhttps://t.co gr9siajpzy"
kasa rządzi światem i wpływy a przydzielenie Rosji organizacji mundialu to dobitny na to przykład ! #bezRetuszu,0,111,17,kasa rządzić świat wpływy przydzielenie rosja organizacja mundial dobitny przykład bezretusz
"@anonymized_account Synku gówno widziałeś i gówno wiesz. I nie.mow.o rozchwianie emocjonalnym, bo sam.jestes jak dziecko.",1,121,15,synek gówno widzieć być gówno wiedzieć nie.mow.o rozchwiać emocjonalny sam.jestes dziecko
@anonymized_account @anonymized_account HGW okazuje się być i jednym i drugim,0,77,10,hgw okazywać drugi
"Odklejenie mózgowe jak nic, jednostka chorobowa",1,47,6,odklejenie mózgowy jednostka chorobowy
"@anonymized_account @anonymized_account I co, mamy się kurwa cieszyć że nas podusicie? Banda debili.",1,100,13,kurwa cieszyć podusić banda debić
"@anonymized_account @anonymized_account @anonymized_account Na stronie UEFA nasz trzyliterowy skrót to JAG, a ich RIO",0,117,14,strona uefać trzyliterowy skrót jag rio
"@anonymized_account Nooooo taak 🤦🏼‍♀️ ja miałam 4,4 i w sumie teraz zamierzam mieć wyższa ale nie wiem jak mi to wyjdzie",0,120,21,"nooooo taak 🤦 🏼‍ ♀ ️ mieć być 4,4 suma zamierzać mieć wyższ wiedzieć wyjść"
"@anonymized_account Tego katolickiego podejścia w zakrystii albo na plebanii, czy na kolanach u katechety?",1,106,14,katolicki podejście zakrystia plebania kolano katecheta
"@anonymized_account Ktoś, gdzieś usłyszał, że dezinformacja to skuteczna broń.",0,78,9,usłyszeć dezinformacja skuteczny broń
@anonymized_account @anonymized_account Ale nie traktował ich poważnie i na treningach się z nich naśmiewał.,0,108,14,traktować poważnie trening naśmiewać
"moja mama zawsze mówiła „jedyny mężczyzna, który na ciebie zasługuje, to ten, który myśli, że nie zasługuje”",0,108,17,mama mówić jedyny mężczyzna zasługiwać myśleć zasługiwać
@anonymized_account @anonymized_account Wreszcie rozmawia jak równy z równym,0,76,8,wreszcie rozmawiać równy rówć
@anonymized_account @anonymized_account Szanuję za to że  @anonymized_account @anonymized_account porównuje cię  do @anonymized_account,0,135,12,szanować porównować
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Jeszcze użyj dwa razy \""towarzysze\"" i już wiadomo jaki będzie efekt.",0,149,15,"użyć raz \""towarzysze\ wiadomo efekt"
@anonymized_account Trochę starszy ale nie na tyle żeby hobbystycznie chodzić do muzeum XDDD,0,92,13,trochę stary tyle hobbystycznie chodzić muzeum xddd
@anonymized_account najgorszy trener w erze Cupiała.Całe szczęście że zarząd tak szybko się go pozbył.,0,102,14,najgorszy trener era cupiała.całe szczęście zarząd szybko pozbyć
"@anonymized_account @anonymized_account Tak myślałem, że nie będziesz miał nic do powiedzenia. Pozdrawiam.",0,106,12,myśleć być być powiedzieć pozdrawiać
Teraz wiemy skąd się wzięło ''Ni ma piniendzy'' Rostowskiego. #Woronicza17,0,74,10,wiedzieć wziąć ni piniendzy rostowskiy woronicza17
@anonymized_account @anonymized_account  @anonymized_account nikt nie mówi że będzie super.Ale po chuj mam płakać ? Nie mam 10 lat.Jak ktoś przyjdzie to będzie info,0,164,23,nikt mówić super.ale chuj płakać 10 lat.jak przyjść info
@anonymized_account Akurat połączenie śmieciarka i śmierć kojarzy mi się z drugą stroną błoń,0,92,13,akurat połączyć śmieciarek śmierć kojarzyć drugi strona błoń
@anonymized_account @anonymized_account Bo miałem na to ochotę ?,0,64,8,mieć być ochota
"Polacy powinni teraz zrozumieć, dlaczego tak ważne są Wybory Samorządowe. Od dołu należy wyczyścić Polskę z resztek komunizmu. #Woronicza17",0,139,19,Polak zrozumieć ważny wybory samorządowy dół należeć wyczyścić polska resztka komunizm woronicza17
@anonymized_account @anonymized_account @anonymized_account Ej ja mam brata! 😂,0,78,8,ej brat 😂
OLI MOJE SŁONECZKO KOCHAM  #TheVoiceOfPoland,0,44,5,ola słoneczko kochać thevoiceofpoland
Za godzinę będę w Bydzi,0,23,5,godzina bydzja
"@anonymized_account @anonymized_account Jak to tak, przecie wtedy Polski nie było",0,81,10,przecie Polska
RT @anonymized_account @anonymized_account Izba Dyscyplinarna ma za zadanie wydalić z sądów sędziów złodziei i łapowników! Chyba o tym powinnaś wiedzieć…,0,153,20,izba dyscyplinarny zadanie wydalić sąd sędzia złodziej łapownik chyba powinien być wiedzieć
"To Monte się za nim 4 lata ciągnęło, a dziś mistrz świata i MVP turnieju. Bartek Kurek 👏👏👏",0,90,18,monteeć 4 rok ciągnąć mistrz świat mvp turniej Bartek kurek 👏 👏 👏
"@anonymized_account Kwiat mlodzieży: \""zajebać Tuska ta kurwę Kopaczową i starę szmatę Gersdolf\""",1,97,12,"kwiat Mlodzieży \""zajebać tuska kurwa kopaczowy stara szmata gersdolf\"
@anonymized_account @anonymized_account Wolę jak człowiek się starzeje niż jak idiocieje.,0,89,10,wola człowiek starzać idiociej
"@anonymized_account @anonymized_account Nie dostały, ale ponoć to tylko kwestia uzupełnienia dokumentacji przy odwołaniu.",0,121,13,dostać ponoć kwestia uzupełnić dokumentacja odwołać
"@anonymized_account przy Sadloku strasznie Cie zmniejszyło, obcasy trza było ubrać ;-)",0,86,11,sadlok strasznie zmniejszyć obcasy trz ubrać
@anonymized_account Nawet Ty nie wystawiasz Kostala xD,0,54,7,wystawiać kostal xd
"@anonymized_account A jak napiszę na Pani domu \""debil\"" to się Pani nie obrazi i nie zadzwoni na Policję?",1,106,18,"napisieć dom \""debil\ obrazić zadzwonić policja"
100 zakazów marszów niepodległości na 100 lat Niepodległej!\n\nTak uczcijmy ten Wielki Jubileusz,0,96,12,100 zakaz marsz niepodległość 100 rok niepodległej!\n\ntak uczcijmy wielki jubileusz
"RT @anonymized_account @anonymized_account @anonymized_account Taki trochę gangster jesteś, widzę. Wieje grozą z każdego posta.",0,127,14,trochę gangstra być widzieć wiejeć groza każdy post
Więcej o tym meczu tutaj:\nhttps://t.co/a0HFdXqkST,0,50,5,mecz tutaj:\nhttps://t.co a0hfdxqkst
@anonymized_account @anonymized_account @anonymized_account Za co ty kasę bierzesz załgana kobieto? To twoja robota a nie opozycji.,1,131,16,kasa bierzesz załgać kobieto robota opozycja
@anonymized_account @anonymized_account Wzmocnienia ? Przecież nie mamy kasy. Tacy zawodnicy jak Kokoszka to nie wzmocnienia.,0,125,15,wzmocnić kasa taki zawodnik kokoszka wzmocnić
"@anonymized_account co chcesz zjebie, o co ci chodzi",1,52,8,chcieć zjebie chodzić
"zamiast Hyżego w The Voice mógłby być Dawid Podsiadło, to dopiero byłby hit\nPodsiadło i Szpak w jednym programie",0,113,18,zamiast hyży the voice móc by dawid podsiaść dopiero być by hit\npodsiadło szpak program
@anonymized_account Nie jest ok. Ale to nie ja piszę o dystansie i kompleksach.,0,79,13,piszę dystans kompleksa
"@anonymized_account @anonymized_account @anonymized_account Pis mial być inny, jesteś idiotą",1,92,9,pis mial być idiota
Jutro jestem umówiona z Adą,0,27,5,jutro umówiyć ad
"@anonymized_account @anonymized_account Tak jest! Niestety na tt trzeba mocno ciąć, bo się całość nie mieści ;/",0,111,16,niestety tt mocno ciąć całość mieścić
Jeszcze raz usłyszę se ktoś z mojego roku narzeka na plan bo wszystko mamy po południu to sibie chyba strzelę kulkę w łeb,0,121,23,usłysieć se mój narzekać plan południe sibie chyba strzelić kulka łeb
@anonymized_account No to żeś Pan się wysilił i błysnął intelektem😁😁😁😁. Równia pochyła!😁😁😁😁,0,91,12,żeś wysilić błysnąć intelektem 😁 😁 😁 😁 równie pochyć 😁 😁 😁 😁
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Spokojnie, wszystko musi być podpisane, żebyśmy cokolwiek ogłaszali :)",0,170,14,spokojnie podpisać żeby być ogłaszać
@anonymized_account Za publiczne pieniądze taki syf,0,51,6,publiczny pieniądz syf
"@anonymized_account Na to wychodzi, nic nie skumała",0,51,7,wychodzić skumać
@anonymized_account Hehe słaby padolino na karnego jak by rękę mu zlamalo To może sędzia by się nabrał,0,102,17,hehe słaby padolino karny ręka zlamalo sędzia nabrać
Młody @anonymized_account dzisiaj się żeni. Najlepszego dla Młodej Pary👍🏻👍🏻🥂🥂,0,77,9,młody żeny dobry młody para 👍 🏻 👍 🏻 🥂 🥂
"@anonymized_account Zaraz poszukam jabłecznika, może tez będzie 😂",0,65,8,zaraz poszukać jabłecznik tez 😂
@anonymized_account @anonymized_account Najwyższa pora żeby ktoś podjął jasne i odważne decyzje egzekwując prawo.,0,113,13,najwyższa pora podjąć jasny odważny decyzja egzekwować prawo
@anonymized_account @anonymized_account poza tym Southampton z takim samym współczynnikiem jest rozstawiony w 4 rundzie :),0,122,15,southampton taki sam współczynnik rozstawiony 4 rund
"@anonymized_account Zjedz pączka, bo zaczynasz gwiazdorzyć.",0,59,6,zjedz pączek zaczynać gwiazdorzyć
"To teraz tylko brakuje, żeby Chorwacja tradycyjnie po super fazie grupowej dała ciała w pierwszym meczu fazy pucharowej.",0,120,18,brakować chorwacja tradycyjnie super faza grupowy dać ciało pierwszy mecz faza pucharowy
"@anonymized_account Wodospad chujni, prostacki populizm, reżimowe media, poczucie oblężenia, inwazja psychopolactwa",1,115,11,wodospad chujny prostacki populizm reżimowy media poczucie oblężenie inwazja psychopolactwo
@anonymized_account @anonymized_account @anonymized_account Tez musze trzymać poziomo tel czytając ten artykuł,0,110,11,tez musze trzymać poziomo czytać artykuł
"@anonymized_account Na pewno chodzi o uniwersalność, bo inaczej to by podpisali kontrakt z Llonchem, a nie Cywką.",0,113,17,pewno chodzić uniwersalność inaczej podpisać kontrakt llonch cywka
Odlejesz  się do studni sam to wypijesz,0,39,7,odlejesz studnia wypić
"Mała poprawka - gospodarze swój trening odbyli o 10:30 w ośrodku treningowym, a ich konferencja startuje za chwilę. Nasze będą wieczorem :)",0,139,22,mały poprawka gospodarz swój trening odbyć 10:30 ośrodek treningowy konferencja startować chwila wieczór
@anonymized_account @anonymized_account @anonymized_account Brawo grzechu za Twój powrót do żywych\n W Rosji pokaż swoją moc,0,124,15,brawo grzech powrót żywych\n rosja pokaż swój moc
@anonymized_account @anonymized_account Cały czas jesteś mała 😂,0,63,7,czas być mały 😂
@anonymized_account Cierzniak musiał roznosić ulotki albo ubierać choinke ? Chyba coś mi umknęło,0,96,13,cierzniak musieć roznosić ulotka ubierać choinke chyba umknąć
Krew mi leci z nosa nienawidzę życia,0,36,7,krew lecieć nos nienawidzę życie
"@anonymized_account I co z tego, że Białystok słyszy. Białystok się cieszy, że wybrał właściwego posła, który godnie ich reprezentuje.",0,134,19,białystok słyszeć białystok cieszyć wybrać właściwy poseł godnie reprezentować
@anonymized_account @anonymized_account Przysięgam że w tym avatarze widziałem @anonymized_account jak ściubi,0,109,11,przysięgać avatar widzieć być ściubić
"@anonymized_account Oczywiście, że może się z tego wybronić. Jak uzyska dobry wynik w Rosji. Dotyczy to wszystkich decyzji kadrowych 😁",0,134,20,oczywiście wybronić uzyski dobry wynik Rosja dotyczyć decyzja kadrowy 😁
I beznadziejnego Krychowiaka już nie powinno być na boisku.,0,59,9,beznadziejny krychowiak boisko
@anonymized_account @anonymized_account na środku Zdzisław Kapka ?,0,66,7,środek Zdzisław kapka
ja: *bierze rutinoscorbin*\nja: odporność na pełnej kurwie,0,58,7,brać rutinoscorbin*\nja odporność pełny kurwa
RT @anonymized_account Jaruzelski i Kiszczak już dawno powinni zostać zdegradowani aby nie mogli zostać pochowani na Powązkach z wojskowymi honora…,1,147,20,jaruzelski kiszczak dawno zostać zdegradować móc zostać pochować powązka wojskowy honor
RT @anonymized_account LUDZIE MAJĄ BÓL DUPY O NOTATKI JAKIEJŚ LASKI AJM????\nzostawcie ja w spokoju kurwa jesteście jacyś jebnieci wszyscy,0,138,19,człowiek ból dupa notatka jakiś laski ajm????\nzostawcie spokój kurwa jesteśt jacyś jebnieci
@anonymized_account Wisła szukała lewego obrońcy ? Ciekawe kiedy @anonymized_account @anonymized_account,0,104,10,wisła szukać lewy obrońca ciekawy
"J dał mi poprowadzić auto, pierwszy raz jeździłam po Bydgoszczy",0,63,10,j dać poprowadzić auto pierwszy jeździć być bydgoszcz
@anonymized_account @anonymized_account Jak to skąd? Bo jak ją zgodnie ze statutem PO wywalą to moze jako niezależna startować. Jak budyń w Gdansku😁😁,0,149,22,zgodnie statut wywala niezależna startować budyń gdansk 😁 😁
@anonymized_account przecież ten klub to AntyWisła więc czego Pan wymaga ?,0,74,11,klub antywisła co wymagać
@anonymized_account Nawet w takiej chwili chciałbyś mieszać w sport politykę. Debilu.,0,85,11,taki chwila chciałbyś mieszać sport polityka debilu
@anonymized_account Dotarlas do orełka?😁😁 W tym roku niestety tyłko jeden😞😞,0,75,10,dotarlasa orełek 😁 😁 niestety tyłko 😞 😞
RT @anonymized_account @anonymized_account Nareszcie coś zaczyna się dziać w kwestii rozliczenia Platformersów.,0,111,12,nareszcie zaczynać dziać kwestia rozliczić platformers
@anonymized_account Dwustu? To jakieś trzy średniej wielkości parafialne chóry,0,78,9,dwust jakiś trzy średni wielkość parafialny chóry
"@anonymized_account Też miktoś dzisiaj pisał, że się dodzwonił na pogotowie XDDD",0,80,11,miktoś pisać dodzwonić pogotowie xddd
@anonymized_account A co w tym fajnego ?,0,40,7,fajny
@anonymized_account Ale masz wenę od rana Matko😁😁,0,49,7,mieć wena rano matko 😁 😁
@anonymized_account @anonymized_account @anonymized_account przecież dał z siebie wszystko wg trenera,0,101,10,dać siebie według trener
@anonymized_account @anonymized_account Myślałem że to Twój ulubieniec 😂,0,72,8,myśleć być ulubieniec 😂
@anonymized_account Jego protoplasta był Dyzma. Nikodem Dyzma,0,61,7,protoplasta dyzma nikodem dyzma
Ewa Kochanowska w #BezRetuszu: Mundury polskich generałów wróciły ze #Smoleńsk bez orzełków i dystynkcji.,0,105,14,Ewa kochanowski bezretusz mundura polski generał wrócić smoleńska orzełk dystynkcja
"@anonymized_account Szczerze? Nie bardzo. Nie wydaje mi się, żeby sprawdzenie, czy mają te prawa, czy nie, wymagało wielu godzin.",0,129,19,szczerze wydawać sprawdzenie prawo wymagać godzina
@anonymized_account Gdzie pracujesz? Ps znowu oblałam xd,0,56,7,pracujesz ps oblać być xd
@anonymized_account @anonymized_account Mi przychodzi. Ale to ponoć tweet zamykający dyskusję...,0,96,10,przychodzić ponoć tweet zamykający dyskusja
"RT @anonymized_account @anonymized_account Tyle znaczysz facet. Nawet Polonia ma Cię w pompie glusiu 😂😂😂 Tłumy widzę, widzę tłumy! Parafrazując 😆",0,145,20,tyle znaczysz facet polonia pomp glusiu 😂 😂 😂 tłum widzieć widzieć tłum parafrazuć 😆
"@anonymized_account @anonymized_account @anonymized_account Widziałem ajatollahów w Zakopcu, są wszędzie. W końcu nie tylko te polskie mordy",0,140,16,widzieć być ajatollahów zakopc wszędzie koniec polski morda
"@anonymized_account Dokładnie tak, jak remis 3:3 w meczu z Hiszpanią fałszuje obraz Portugalii. Zobaczymy, co pokaże wieczorem.",0,127,17,dokładnie remis 3:3 mecz hiszpani fałszować obraz portugalia zobaczyć pokazać wieczór
@anonymized_account Wącha rękę i czuje że zaniedbał higienę,0,59,8,wąchać ręka czuć zaniedbać higiena
@anonymized_account @anonymized_account Idę pogadać z bufetową. Przynajmniej będzie inteligentnie.,0,98,9,iść pogadać bufetowa przynajmniej inteligentnie
"@anonymized_account Teraz powielam to co pisałem \"" spokojnie... \""",0,67,9,powielać pisać być spokojnie
@anonymized_account @anonymized_account @anonymized_account Zobacz jaki on ładny i jak dba o siebie 😂,0,101,13,zobaczyć ładny dbać siebie 😂
"@anonymized_account zwłaszcza prowadząc samochód: o jak fajnie, wszędzie pusto, jadę!!!",0,87,10,zwłaszcza prowadzić samochód fajnie wszędzie pusto jechać
